name,review,rating
"Arm\'s Reach Co-Sleeper Original Bassinet, Solid Toffee","I love the idea of the co-sleeper. I\'ve seen some other concept designs by other companies and I hope they follow through with them. Arm\'s Reach has a bit of a monopoly on the co-sleepers right now. My little one hasn\'t arrived yet, so I haven\'t actually used it yet. Assembly is REALLY confusing. I don\'t know what happened to my paper instructions, but I can\'t find them. Luckily, there are some on the AR web page. But it is still so confusing.For those of us who are ardent Attachment Parenting, this is ideal. My older son, 15 months old, is still in bed with us and this Arm\'s Reach will give us the extra space for two little ones. We used the Snuggle Nest when our older boy was a small infant and that worked great. With two though, I wanted to keep the older away from the younger while they slept but still near us.If attachment parenting is a new concept for you, I strongly encourage you to read as much as you can online. Arm\'s Reach co-sleeper is a great way to co-sleep without the fear of suffocation.",4
"Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet","I would recommend getting cheaper sheets made for a playpen. These started unraveling after one wash! Not worth the money.",2
"Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet","This is a must for anyone who is buying the Co-Sleeper, it adds comfort and you can easily clean the surface your little one is sleeping on buy simply switching out he sheets. The Co-Sleeper comes with one, but in the middle of the night it is much easier to switch a sheet than have to wait for the other to finish washing.",5
"Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet","love having her so close!!!!!!  allows for good interaction & easy reach for breast feeding",5
"Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet","We love this full sized co-sleeper that can attach to your bed, stand alone as a bassinet, & later be a full sized pack n play. We use it as a co-sleeper & the pockets on the outside are great for all of our diapering needs.",5
"Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet","hope these work  glad to have found this product  not an easy task  hope they last  a long time and are durable",5
"Sassy Busy Bugs Bar","This is a horrible product - because the base of the bar is round, it doesn\'t attach properly to a stroller, and it keeps sliding forward or back, thus losing all the snacks in the cup.  They need to redesign it with a flat base.  There is one company that has one with the flat base - it\'s made by Kids11, Inc -and my daughter LOVES IT!  Don\'t waste your money on this one - you, and your little one will just be frustrated!",1
"Sassy Busy Bugs Bar","This toy was a waste of my money.  It did not fit on my stroller without some modification and even then, it didn\'t stay put.  It would not stay upright when my daughter played with it.  And it had a removable piece in it.  Needless to say, it was not a piece my daughter at the time knew how to put in and out.  And on top of that, she decided that she\'d rather play with the removable plastic piece than the toy itself!  Also, my stroller would not fold up with this on (oh yea, my stroller is a name brand stroller too).  I would have to remove it everytime i folded it up.  Needless to say, I did that about twice and then tossed the toy in the trash.",1
"Sassy Busy Bugs Bar","If you have problems with Sassy paint please call the CPSC.  1-800-638-2772.  Let\'s get on top of companys that feed our kids paint.",5
"Sassy Busy Bugs Bar","A friend of mine gave me a stroller she wasn\'t using anymore and the toy bar, my Daughter hasn\'t been able to stand a stroller since birth (she\'s 6 months old now) and when i put her in this, the toys keep her amused for longer than 10 minutes so I can actually walk around a mall and not be carrying her while i\'m pushing a empty stroller! I had no idea the ladybug on it was a snack holder, I wouldn\'t be putting anything in there, The stroller I have the Tray comes off so I just put the toy on it without the tray. but it the straps do loosen up on it, so I am every once in awhile Straightening it.I do reccomend the toy to anyone who has a baby like my daughter! i\'m very happy with the toy!",5
"Sassy Busy Bugs Bar","I bought this toy for my son when he was able to sit in his stroller.  I to have the Quattro Tour travel system and although I can make it fit by tighting the velcro staps it never stays straight.  I always have to keep spinning the toy around so my son can reach the toys.  Also, two of the pieces already broke off of the bar within two weeks of having it.  I give this product 3 stars because my son did like to play with it but, thats really the only good thing.",3
"Sassy Busy Bugs Bar","I bought this on a whim to keep my 4 month old happy in his stroller.  Otherwise, I would be holding him while pushing the stroller!  Well - he is now 9 1/2 months old and STILL loves it!  He bites on the wings of the bee and chews on the bug attached with fabric.  He doesn\'t ever seem to tire of this toy and I\'ve been on marathon shopping sessions with him lasting a few hours!!  I would recommend this to everyone as one of the must haves for under 12 months!",5
"Sassy Busy Bugs Bar","I bought this for my son when he was 4 months. He is now 11 months and is not that enthused with it anymore. I liked this product because of the bright colors and the variety for him to play with. It is a very good toy, but my son doesn\'t have much interest in it. Nothing at all wrong with the toy, I would recommend it to anyone.",4
"Sassy Busy Bugs Bar","This toy is very cute and I personally love Sassy products but I found this to be a hazard as well as a waste.  First of all the butterfly hits my children in the face and has hurt their mouth as well not to mention it does not fit properly on a stroller.",1
"Sassy Busy Bugs Bar","This toy is so nice to have if you use your stroller a lot. My baby has loved playing with this and I have even given this as a gift. The only thing that I did not like was that the cup that is the bugs legs, comes out. That is great for cleaning but if the baby takes it out, it can become yet another thing to keep track of during your ever so busy outings. Overall, this is a great and cute idea and gives some added fun for babies stroller time.",4
"Sassy Busy Bugs Bar","We have this stroller bar and it ABSOLUTELY fits on the Graco strollers!  We have the Graco Quattro Tour system and this toy bar has been on it since we took my son out of the car seat carrier.  You need to put the velcro on off to the side and then slide it on to the main section of the snack tray.  It takes maybe 1-2 minutes to attach and then you never need to touch it again.  My son loved to look at it when he was 4 months and loves to play with it now that he is one year old.  The only complaint that I have about this toy is that the snack cup bug comes with an insert that is supposed to look like legs when the cup is closed.  It tends to fall out so i just took it off the toy.  Other than that, this is a great product and will occupy your child during long stroller trips.",5
"Sassy Busy Bugs Bar","Baby loved this but the only problem is the straps that tie it to the stroller are not big enough for some trays. Due to this my first one came un-sewed and I had to buy another one and the same thing happened again.",3
"Sassy Busy Bugs Bar","Once my daughter started teething, the paint started coming off &amp; it was only when we found some on her lip that we realized.  We have not used it since &amp; had only been using the bar for a couple of months.I worry about such things as \'paint eating\' &amp; consider the possible risks to be too concerning to rate this product any higher than 1*.Best wishes.",1
"Baby Trend Diaper Champ","Ok - newsflash.  Diapers are just smelly.  We\'ve had this pail for 2.5 years now.  It was our first and primary one.  There were no major smell problems until after one year, when our son started eating solids.  Also, we change the bag twice weekly as 3 days is about the max for smell-containment.  Around 20-22 months we started shopping for a container that would be less smelly and didn\'t find one as good.  (We have a cheaper one upstairs which broke immediately and always stunk!)  We finally just put the Diaper Champ in the attic a few months ago and use the cheap one with the flip-up lid - mainly since the cheapo fits inside the cabinet and we didn\'t notice a big difference in smell-control.  (The most helpful action is to tie the dirty diapers inside a small plastic bag before putting them in the pail.)A couple of our friends have this pail and were pleased until the children started eating solid food and things got stinkier - but that\'s pretty much the consensus according to many reviews on the different pails.  I\'ve knocked off a star since the mechanism isn\'t that intuitive (to grandmothers and babysitters, at least) and it frequently gets stuck when the bag starts getting full.  Plus there are some smell issues, as with any pail.  However, the fact that you can use regular trash bags is so much more convenient!",4
"Baby Trend Diaper Champ","This is a good product to start and very easy to use.  But as baby gets older and begins solid foods, it is not effective as an odor controlling pail.  It is simply a place to put dirty diapers.  My daughter is now 10 months old and we had to remove the Diaper Champ from her nursery because it smells too bad.",3
"Baby Trend Diaper Champ","My husband and I selected the Diaper ""Champ"" mainly because you can use ordinary trash bags and not be roped into buying the specialty refill bags, and it was moderately priced (a little less than the Diaper Dekor). It also seemed that the reviews of this product were generally more positive...The positives are:1. You can use any trash bag2. Easy to use and refillThe negatives are:1. The bag doesn\'t seal around the dirty diapers, so when it comes time to refill the bag, it\'s just like opening a regular trash can. Smells like the Champ is trying to knock YOU out with odor!2. The plastic seems to smell, ie. You put a dirty diaper in the hole, and flip the handle to dump the diaper into the champ. That ""side"" of the plastic dumper-thingie is in contact with the air inside the dirty diaper changer, so when you flip it over the next time to dispose of another diaper, you smell the last 8 diapers you put in there...pretty gross.3. The ""odor seal"" (some soft material) really seems to retain odor. It cannot be washed or replaced, so after a while, the Diaper ""Champ"" smells even when freshly washed and deodorized (I\'m talking about hosing down outside and scrubbing with Clorox cleanser!). Super-frustrating! This is my primary complaint.Okay, so some things are a given as far as disposal systems go (ie. *some* odor, must empty frequently, must wash and disinfect occasionally), but still I think this product leaves much to be desired.We\'re going to try another disposal system.",1
"Baby Trend Diaper Champ","Excellent diaper disposal unit.  I used it in conjunction with Glad 3ply kitchen trash bags with odor control (scented).  I am soooo pleased with this product!!! A wise investment for the pocketbook & for the nose!!!",5
"Baby Trend Diaper Champ","We love our diaper champ.  It is very easy to use just drop the diaper in and flip the top over.  No need to stick your hand inside.  No hint of an odor, even when you are putting another dipaer in.  When it gets full, just put in a new trash bags.  The best feature of all is that even the most curious little ones can\'t get into the diapers.  Before we found the diaper champ, we had another diaper pail and our son learned to open it and pull the diapers out.  That is no longer a problem!!",5
"Baby Trend Diaper Champ","Two girlfriends and two family members put me onto this diaper pail.  They each had tried the Diaper Genie and had horrible results with eventual smells, and costliness of buying proprietary DG cartridges.  My family members eventually started bringing every dirty diaper out to the trash and leaving just wet diapers in the DG, that is until they found out about the Diaper Champ!Wow, what a difference, it seals in orders very well and using normal 8 - 13 gallon trash bags makes it economical.  The ease of use factor is amazing, drop a dirty diaper in the hole, grab the handle, give it a flip, the plunger pushes the diaper down and it drops into the can with a little gravitic help.No wrenching, turning, fighting a cartridge bag system.Opening it for the first time was a little hard, but look at that from a child\'s point of view, a toddler is not going to get into it, and neither is a dog.  Also, it needs to be away from the wall a little bit, so that it\'s flip top access lid locks into place and doesn\'t plop back down, but when engaged, the top will stay open so you can get at the bag of diapers within without having it fall onto your hand.We keep a little can of Oust nearby, spritz it before opening the top, grab the bag at it\'s neck to close off stinky odors, lift it out, twist it at the top and secure it with a twist-tie, and away we go to the garbage can.  And we take antibacterial wipes and run them around in the plunger area on both sides, voila, it\'s clean.At 3 months, we change the bag about 1 - 2 times a week.  Maybe as baby grows into larger diapers it will be more like 2 - 3 times a week.Still, that\'s better than taking every dirty diaper (8 or more a day) outside to the garbage can, especially in a Minnesota winter.",5
"Baby Trend Diaper Champ","I waited to review this until I saw how it performed in the really-stinky-diaper stage.  Now, with my daughter at 1 year and eating lots of solids (and making really stinky diapers), I can happily recommend the diaper champ.  A couple suggestions: 1) as baby\'s poop gets stinkier, empty more often (at least once a week) and 2) every time you empty, spray with Lysol or similar product and wipe out with antibacterial cleaner.  This second step has kept the plastic from retaining a bad smell.I gave 4 stars because it\'s not ""perfect"" -- sometimes a little smell leaks out if it\'s very full.  But all around a good product, and not needing special refill bags is a huge benefit for a busy mom.",4
"Baby Trend Diaper Champ","I have had a diaper genie for almost 4 years since my first son was born and I have been using it with my second as well.  I thought I\'d try the champ to save $ on the genie refills.  Well it is not a $ saver because it does not hold the odor inside so I was constantly changing the trash bags.  The diaper genie is not odorless, but it does a much better job of keeping the room fresh smelling for a longer period before you have to empty it.  The champ is just like a regular trash can with a lid-just looks fancier.  I suppose you could use it as a regular trash can in your child\'s room-they wouldn\'t be able to get into it!  Don\'t waste your $ to ""save"" $!  Buy the genie-your nose will thank you!!  Also, if you don\'t keep the dirty wipes enclosed in the diaper, they get this thing all dirty and you have to clean it! YUCK!",1
"Baby Trend Diaper Champ","I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.  I decided to go with the Diaper Champ rather than the more popular Diaper Genie, because I didn\'t like the idea of having to buy special bags.  Too costly and not efficient if you ask me!THIS PRODUCT IS A LIFESAVER!! I HAVE NEVER HAD AN ODOR PROBLEM!No one has ever come to my house and noticed \'diaper odor.\'  In fact, people who have been present while I changed my almost 3 month old son\'s diaper have been amazed at how the very \'potent\' smell of the dirty diaper seems to disappear once I dispose of the diaper in the Diaper Champ.For those who are experiencing odor problems, here are some suggestions which should solve the problem:1. CHANGE BAGS FREQUENTLY!!  I change mine about 1 or 2 times a week.  For those who complain that the pail gets stuck, that is probably a good indication that the BAG IS GETTING TOO FULL!! Also, making sure that the tape on the diapers is secure will prevent that from happening as well.2. YOU STILL HAVE TO CLEAN THE THING!!  Hello, it does house dirty diapers!! All I do is wipe it down with some antibacterial wipes (takes about 10 seconds!!) and then maybe spray some Lysol in it and let it air out for a minute or two.  SIMPLE AND IT WORKS!Also, for those that complain that the Diaper Champ isn\'t as effective as time passes, keep the following in mind:AS BABIES GET OLDER, THEIR DIETS CHANGES (aka SOLID FOODS!) AND SO DOES THE SMELL OF THEIR DIAPERS!In talking with other parents, I get the same feedback - as babies get older and become toddlers, ALL DIAPER PAILS become gradually less and less effective until they are just no longer useful.  Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!All in all, this product is definitely one I would recommend and certainly worth the very reasonable price.",5
"Baby Trend Diaper Champ","I am so glad I got the Diaper Champ instead of the Diaper Genie!  You can use pretty much any plastic bag - even a grocery bag will do in a pinch.  My baby is 6 weeks and I have never smelled any odors at all from the Champ.  I especially like the way you close it - you just flip the handle and that\'s it.  The Champ is definitely the best.",5
"Baby Trend Diaper Champ","We had 2 diaper Genie\'s both given to us as a gift but it was hard to use it since everytime you stuff the diaper in you have to turn it which cannot be done with one hand (required if you are holding your baby).  Also everytime you dispose your diaper it smells even when you are careful to put the poopy diapers in a plastic bag before disposing.  On top of that the refills are very expensive.  So we decided to buy Diaper Champ and so far we love it.  It is very easy to use with one hand.  I like the feature that you can acutally clean the chute if for some reason it gets messy.  Also it does not smell everytime you dispose off the diaper but when you change the bag you have to hold your breath for that much time (the only down side and the reason for a 4 star rating) but I can handle it and I love this product and would recommend it to everyone.  It is very easy to use and does not smell unless the bag needs to be replaced and the most important part is that you can use your regular garbage bags (no need for expensive refills).",4
"Baby Trend Diaper Champ","When shopping around for a diaper pail I was drawn to the Diaper Champ for several reasons. 1) I loved the idea of using regular plastic bags from the grocery store. 2) The one-hand chute is quick and easy to use while dealing with a squirming baby. 3) I\'d heard negative reviews about the Diaper Genie. Now that I\'ve had the Diaper Champ for 8 months, I\'m looking for a diaper pail that lives up to its name.About 2 months ago the chute began to stick and the pail began to release unpleasant fumes each time I\'d drop a diaper in. The inner lining had come loose and was preventing diapers from dropping down into the bag. Eventually, the lining just fell out and that\'s when the smell became unbearable. Not only is my daughter\'s nursery filled with odors strong enough to give you a headache, the smell is seeping into the hall and down the stairs.Our Diaper Champ is on its way to the recycle bin. It won\'t be returning for a come-back fight.",2
"Baby Trend Diaper Champ","This is the very best. So much better than Diaper Genie. No doubt about it. I would never buy Diaper Genie again. As a matter of fact I threw them out. Here you have No Refills to buy, much easier to empty and put in a new garbage bag, a lot cheaper and most of all a lot quieter. The Diaper Genie is so loud when putting in a diaper in the middle of the night that is a pain. I highly recommend this product. In regards to smell?.....excuse me there are diapers in there, not roses. Like the lady below said a Clorox wipe with some Lysol and your set to go. If you\'re still picky put in an airfreshner.",5
"Baby Trend Diaper Champ","We bought this pail because it used regular trash bags and hoped it lived up to all it says - IT DOES!!  We use the scented trash bags and have had no trouble at all!  (It does get a little smelly when you change the bag, but that is expected)The only thing we don\'t like is the inside lid that holds the bag down. It does not stay up on its own.  So when you change bags it has to be held open with 1 hand-leaving only 1 hand to get the bag out.  It just makes it akward.My husband even recommends it!!  So it has to be good.",4
"Baby Trend Diaper Champ","While pregnant with my son I reviewed all the diaper pails and found the diaper champ to be the most reasonable.  I liked the idea of no costly refills and it was only a couple more dollars than the diaper genie.  It was easy to put together, however it is difficult to open and empty.  My son is now 13 months old and the odor is noticeable.  Even the pail itself stinks regardless of how often I scrub it ( I even use scented trash bags).  With dirty diapers you do have to expect some smell, I mean it comes with the territory, however I have to keep an air freshner plugged into the wall to help combat the smell. It worked well for the first few months, but now I end up having to change the bags before they are even half full, which really seems like a waste.  I am now expecting my second baby and am considering a different pail this time.If you are on a tight budget as I was the first go around, the diaper champ works, but if you can afford the few extra dollars and the refills, I would definately spend the extra money.",3
"Baby Trend Diaper Champ","I have not used this item yet for diapers, but as for my first inspection upon receiving this as a gift...I found that every time I moved the handle at the top, the unit wobbled due to the poor design- large at the top with a small base.  I noticed that some online stores sell a new and improved design that has a larger base at the bottom- I purchased the newer model and no longer have the wobble problem.",3
"Baby Trend Diaper Champ","Diaper Champ or Diaper Genie? That was my dilemma when registering for gifts before my son was born. Lucky for me, I had my Mom with me. She runs a daycare and said Diaper Champ is the best by far and that\'s what I went with. The fact that you can use regular trash bags instead of special cartridges was very appealing to me. Now my son is 6 months old and I must say this thing is GREAT! The only time I catch any smell at all is when I change trash bags. I use those Glad trash bags that are scented to prevent odors and that makes a difference, too. it is very easy and covenient to use and I highly recommend it. The only thing you need to watch is the opening latch is a bit tricky (I broke a nail the first time I used it, but then I got the hang of it). I am glad for this, though, because if it\'s not easy for me to open, it won\'t be for my son, either.",5
"Baby Trend Diaper Champ","I LOVE LOVE LOVE this product! It is SO much easier to use than the Diaper Genie, (you need a PHD in poopy to figure out how to use the darn thing!) and it even takes the same bags as my kitchen trash can, shich is super convenient, and cost efficient as I can buy them in bulk.The only reason for not rating it a 5 star was that I did have one small problem with it. The foam gasket in the barrell which keeps the poopy smell inside the unit ripped somehow, and it got VERY stinky. HOWEVER, I contacted the manufacturer though their website, and received an email back the same day stating that this was unusual, and that replacement gaskets were on their way to me. They arrived inside of a week and after replacing, it works great again! (They even sent me extras should it happen again)I HIGHLY reccomend this diaper pail over ANY competitors, you will not be sorry!",4
"Baby Trend Diaper Champ","Although I had a Diaper Genie from my first child, which I hated, I registered for this for my second.  I received very few items from my registry but this was by far the best gift I received overall. It is very easy to operate.  My 4 year old feels a part of the diaper changes because he can work it.  It keeps the smell out which makes mom and dad happy.  But, by far the best thing about the Diaper Champ is that it takes regular trash bags so you don\'t have to worry if [the store] will have the refills.  It is definately a people pleaser!",5
"Baby Trend Diaper Champ","Granted our 3-month old isn\'t producing really stinky diapers yet, but the Champ is much better than using a trash can.  My only issue is that its hard to flip the handle over using one hand - kind of a must when holding on to a squirmy infant.",4
"Baby Trend Diaper Champ","We loved this pail at first. The mechanism seemed ingenius, and we appreciated that it took regular bags. But once our daughter started to stand up, that big white handle was irresistable to her, and before we even realized it, she started flipping it. That makes the heavy center portion slide back and forth FAST, and sure enough she caught her finger and started yowling.This was *not* an isolated incident -- if you play with the pail a little bit, you\'ll quickly see that the mechanism is a total finger trap for toddlers. Worse yet, they can slam a finger then hurt it seriously in their attempts to get it free by pushing the handle the wrong way. It\'s really pretty scary.You\'ll notice that the positive reviews here generally say ""I\'ve been using this for two months, and it\'s great!"" But once you have older babies, I\'d retire it pronto.",1
"Baby Trend Diaper Champ","I bought this for my church nursery room. At home we use the First years product, which isn\'t bad but not as good as this one.There are a couple of occasions that dirty diapers were left in it for a week but i didn\'t know because it didn\'t smell till I opened it to change the garbage bag.I think this is the only diaper pail that is cheap to use yet does the job well.Highly recommend.",5
"Baby Trend Diaper Champ","I recently gave birth to my third child.  When I had my 1st 11 years ago, I got a Diaper Genie and it worked okay, but the stupid refills for it were so expensive that I soon gave up on it.  Not to mention that the ""sausage links"" of diapers it created were pretty gross and I still had to use a garbage bag to dispose of them.  With this baby, I decided to give the Diaper Champ a try.  I LOVE IT!  In fact, I am considering buying one for my church\'s nursery, after having to smell a pretty foul diaper from one of the other babies there.  I agree with any reviews that suggest using scented garbage bags, as it DOES smell pretty awful when you empty it, and I think the scented bags would help that a little.  So far I have had only a minor complaint, and that is that it can be a little tricky to open sometimes, but overall it\'s still a great product.  I would definitely buy this again and recommend to a friend.",5
"Baby Trend Diaper Champ","Our daughter is 13 months old and we\'ve been using the Diaper Champ ever since she was born. I highly recommend it because it\'s a great value.  However, there are a few things to be aware of which is why I only gave 4 stars.1. Make sure the grip part of the diaper is not loose when placed in the DC. My husband learned the hard way that the grips get stuck on the seal and the diaper won\'t drop into the bag.  Then you have to pull the diaper out and the grips slowly pull away the seal.  It didn\'t seem to affect the odor control, but it did make it difficult to move the handle/shoot back and forth.  The company does send free replacement seals and instructions if you call and ask.2. The unit is top heavy when it\'s empty. I learned this one the hard way.  When pulling out a full bag of diapers be sure to put your foot on the base to keep it from banging you in the shin as it falls backward.  Ouch!!3. No, the stink isn\'t completely trapped, but it\'s pretty darn close! The stinkiest part is emptying a full bag.  I found that putting a stick-up inside the lid has made it much more tolerable.",4
"Baby Trend Diaper Champ","My husband & I had received a tip from another parent that this was the must have item.  I had always hated that the diaper genie had to have special bags, I was just going to get a regular garbage pail & use that.  That is until we heard about the Diaper Champ.I absolutely love it.  It is a complete life saver all around.  No special bags to buy, not a hassle to put together.  Comes almost all the way assembled out of box just attach to base & voila you are ready to start changing diapers.  A little tip to keep the odor down.  I wipe it out with antibacterial wipes a couple of times a wk, & I spray Lysol disinfecting spray.  Once a month I wash it out with a mild dishwashing detergent.  Also, to give it a little good smell I buy a 2 pk of stick-ups(.97 cents at Wal-Mart) & stick one in the bottom of the pail.You will not go wrong betting on this one.  It is a sure winner.  You\'ll save a lot of money by using this one.",5
"Baby Trend Diaper Champ","I don\'t know how we survived the first year without the Diaper Champ.  My daughter is now 13 1/2 months old and we still have an odor free nursery.  It\'s very economical, too.  Using regular kitchen bags and holding more diapers than the competing diaper disposal system makes this quite efficient.A trick that was passed down to me from an experienced mom to control odor (again, yes, it\'s going to smell a little...you put stinky diapers in it!):  Place a Bounce dryer sheet in the bottom of the pail (before putting the trash bag in)and spray thoroughly with Lysol after each use.  I don\'t know why the dryer sheet works...but it does!  And if I don\'t change it out regularly (about once every few weeks) then I start to notice the smell.Recommended above all other diaper pails!  Price-wise the Diaper Champ just can\'t be beat.",5
"Baby Trend Diaper Champ","We originally had the diaper genie which we found to be a pain after the top broke off twice and all those replacement specialty bags we had to buy were getting expensive but not controlling the odors.  All that sausage shaped smelly garbage eeeewwww had to be put in another garbage bag just to get it out of the house!  My sis-in law had the diaper champ & I couldn\'t believe she even had any dirty diapers around...there was no smell!  We chucked the genie and bought the champ. It was so much easier to use...just roll the diaper into a little ball and drop into the hole on top, flip the handle and bye bye smelly diaper (my 16 month old can do it) And there were no special bags to buy, just the same regular garbage bags we used already in the kitchen. Experienced parents will understand and appreciate that it comes apart for easier cleaning for those times when it may become a mess.  We had a problem with odors after about a year of use so I called BabyTrend to see what they recommended.  They sent me these replacement sponge gaskets (free of charge) and we were once again odor free. Now on my 3rd child and almost 3 years later, I just called them again to get another set of replacement gaskets (again free of charge) they will be here in about a week.  THIS IS A GREAT ITEM and the company stands behind their product (even years later!)",5
"Baby Trend Diaper Champ","I didn\'t want to get the Diaper Genie because of the expensive refills needed to use the product.  The Diaper Champ uses 10 or 13 gallon trash bags (or you can recycle larger store bags to use in the Champ).  The mechanism doesn\'t let odors out and if you have toddlers that get into everything, they can\'t get into the Diaper Champ!  Opening the Diaper Champ is easy but could be an initial challenge for some but once you figure it out it\'s simple to open.  I highly recommend the Diaper Champ.",5
"Baby Trend Diaper Champ","I wasn\'t sure which to get between this and the Diaper Genie. I am so glad that I chose this one. I love that I can buy the scented bags of my choice. It really holds in the horrible diaper smell. I love it and wouldn\'t trade it in for anything.",5
"Baby Trend Diaper Champ","I chose the Diaper Champ over the Diaper Genie because of its money-saving feature of being able to accomodate most plastic bags with handles.  (The Genie requires use of their own bags.)  The plastic bags that work best are the larger kinds like the ones you get from Toys R Us or Ikea.  The plastic supermarket bags are a little too small.In regards to odor control, the DC has been successful for 3/4 of the year.  There is a noticeable smell during the summertime, so I\'ve had to change the bags more frequently on hot days or else face the consequence of suffering the aroma of baking poop.My only negative comment about this product is concerning the lid.  For those who take great pride in your manicured nails, ask someone else to open it for you.  Even though I have short, uncared for nails, I\'ve had a few bent nails from trying to pull open the lid.  Then, the next problem is that the lid doesn\'t open all the way (like a cigarette lighter).  It opens up to about a 75 degree angle.  This makes it inconvenient when you are trying to remove a stuffed bag of diapers.  Also, the underside of the lid has several plastic sharp juttings against which my hands would occasionally get scratched.  And, during the removal of the full bag, this is when you get the full blast of your little one\'s excretions (quite possibly 3-5 days worth of them), so hold your breath!Although there is room for improvement on this design, I haven\'t seen or heard of any other model that can do this job nearly as well for as reasonable a price.",4
"Baby Trend Diaper Champ","Bad construction is my main issue. My husband assembled it and when changing the bag, you\'re supposed to open up the top head part which tilts back.  There\'s a little plastic tab that\'s suppused to slide in as your opening the top, but instead it get\'s cought so it allows the top to open up only partially. It may just be one defective item that somehow passed the quality control inspection, but I\'ve given up on diaper pails in general.  Talking to 1st time parents, I found out that almost everyone gets one, but almost everyone stops using them very quickly.",1
"Baby Trend Diaper Champ","I was very happy with the Diaper Champ for a long time. I loved being able to use regular garbage bags, changing the bags was easy, and easy to empty. Very simple to put the diapers in. We did have to replace the sponge ""gaskets"" twice before putting the Diaper Champ to the curb. Once our child was on table foods this diaper pail does not work anymore! Even with cleaning it and letting it air out for a day. It literally made the whole house stink!So out to the curb it went and got something else. There is absolutely no smell w/ the different diaper pail.",3
"Baby Trend Diaper Champ","This is on my list of must haves.  The thing has been in my bedroom for 6 months.  Not once have I ever smelled an odor from this thing.  I love that I can use any kind of bag so I just buy those super cheap super flimsy tall size garbage bags.The only drawback, as with all diaper pails, is that as the baby gets bigger and the diapers get bigger, you have to change the bag more often.  Our baby is 6 months and we fill it about once every 36 hours.But still, I wouldn\'t trade it for the world.",5
"Baby Trend Diaper Champ","Diaper catches and jams in the well and that is particularly nasty when the diaper is dirty.  Also, it is impossible to get it 100% clean after such a jam, which causes the oder to persist.  I have given up and am now throwing my Diaper Champ away and getting something new.",1
"Baby Trend Diaper Champ","I love the convenience of not having to buy special bags.  I got my Diaper Champ as a hand-me-down from a relative, and it still works great.  There is no diaper odor in our nursery.  When you change the bag, get in there with some Lysol spray and eliminate the germs and the residual odor (hello, if you didn\'t flush the toilet for a week it would stink, too - try changing the bag before it\'s overflowing!).If you don\'t clean things, they don\'t smell clean.  This isn\'t rocket science.The only reason I\'m not giving it five stars is because I don\'t like the opening mechanism on the front.  But I can\'t think of any way they could\'ve done it differently that would be as effective.",4
"Baby Trend Diaper Champ","I\'ve been using this diaper pail for 2 and 1/2 years and I LOVE it.  I can buy inexpensive scented bags from the grocery store and I just use recycled grocery bags to wrap-up the poopie ones.  My son\'s room has NEVER smelled at all!I do lysol it every once in a while.  But that\'s all I\'ve had to do.When I\'m at friends\' houses that have the diaper genie, I\'ve been confused about how to use it.  No one has ever been confused about how to use ours.  Just put it in and flip.I have recommended this to all of my friends and family.",5
"Baby Trend Diaper Champ","It suprises me to read all of these reviews saying that the diaper pail stinks up a room!  DUH! It\'s full of dirty diapers.  Personally, we never had that problem too much.  The nursery smells a bit sometimes but I think you would have that with every diaper pail.We got this one because we use cloth diapers and don\'t want each one mummified in it\'s own cocoon.  I used this for my first two kids.  We threw it out when we moved but now that the third is here we are going to get a new Diaper Champ.",5
"Baby Trend Diaper Champ","Diaper Champ is great.  But just to let you know that I\'ve been breastfeeding and the poop doesn\'t stink as much as formula poop.  So I can\'t tell you if Diaper Champ will be as good at containing the formula generated poop smell, but it\'s excellent at containing the smell of poop of my breastfed baby!",5
"Baby Trend Diaper Champ","I registered for the Diaper Champ after seeing the reviews and I cannot talk enough about it. I just live it!!! It is odorless(so far) and very easy to use - and only with one hand, so you can SAFELY keep the other one on your baby. It\'s very easy to change the bags, which you can use any 13 gallons one - no expensive refills to buy!!!! I just sprinkle some scented baby powder or spray some Lysol Disinfectant spray everytime I change a bag, to keep it from smelling even a little bit.I highly recommend the Champ, you will not regret it!!!",5
"Baby Trend Diaper Champ","You really can not appreciate this device until you\'ve used it.No smell unless you don\'t empty it for a week or more. An airtight vault it\'s not....but it does what it\'s designed to do very well.Who doesn\'t take out the trash more than once a week ? Same concept with this diaper pail.- From a Dad of a Newborn who\'s thankful he ignored the negative reviews.",5
"Baby Trend Diaper Champ","I am glad my friend told me about the diaper champ, because otherwise I would have gone in for the diaper genie. This is cheaper than the genie for one, and works just as well in terms of trapping odor. It is also bigger than the genie, and the best part is, you can use regular garbage bags in them. Isn\'t that just PERFECT? Love this product, and would highly recommend it to any parents-to-be.",5
